제목,주최사,url,장소,장르,시작일,종료일,등록일
국립합창단 제173회 정기연주회 Happy Actually 해피 액츄얼리,국립합창단,https://www.sac.or.kr/site/main/show/show_view?SN=32245,콘서트홀,합창,2016-05-18,2016-05-18,2016-10-19
피아노 앤드류 타이슨 & 첼로 이유정 듀오,서울예술기획(주),https://www.sac.or.kr/site/main/show/show_view?SN=25769,IBK챔버홀,클래식,2016-05-18,2016-05-18,2015-03-27
2018 서울스프링실내악축제_Beethoven Complete Piano Trios 1,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32007,IBK챔버홀,실내악,2016-05-18,2016-05-18,2016-10-20
차이코프스키 탄생 176주년 기념 <갈라 콘서트>,(재)CBS,https://www.sac.or.kr/site/main/show/show_view?SN=27575,콘서트홀,클래식,2016-05-17,2016-05-17,2015-09-04
김민숙 & 홍혜도 두번째 피아노시리즈-베토벤,홍혜도,https://www.sac.or.kr/site/main/show/show_view?SN=26133,리사이틀홀,클래식,2016-05-17,2016-05-17,2015-03-27
문화 talk 콘서트 - 도시의 유혹에 빠지다,Enter M,https://www.sac.or.kr/site/main/show/show_view?SN=25767,IBK챔버홀,콘서트,2016-05-17,2016-05-17,2015-03-27
신세계 클래식 페스티벌,(주) 신세계,https://www.sac.or.kr/site/main/show/show_view?SN=24903,콘서트홀,교향곡,2016-05-17,2016-05-17,2015-01-09
"나눔, 그 아름다운 동행",사단법인희망의망고나무,https://www.sac.or.kr/site/main/show/show_view?SN=27915,콘서트홀,교향곡,2016-05-16,2016-05-16,2015-12-04
제81회 영미가곡연구회 정기연주회,영미가곡연구회,https://www.sac.or.kr/site/main/show/show_view?SN=26131,리사이틀홀,성악,2016-05-16,2016-05-16,2015-03-26
제34회 자선음악회 <그대있음에>,라자로돕기회,https://www.sac.or.kr/site/main/show/show_view?SN=29279,콘서트홀,콘서트,2016-05-16,2016-05-16,2016-01-22
김광훈 바이올린 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=25765,IBK챔버홀,클래식,2016-05-16,2016-05-16,2015-03-26
테너 이영화 독창회,한국성악가협회,https://www.sac.or.kr/site/main/show/show_view?SN=27671,리사이틀홀,성악,2016-05-15,2016-05-15,2015-09-04
첼리스타 첼로앙상블,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=25763,IBK챔버홀,실내악,2016-05-15,2016-05-15,2015-03-26
김정미 바이올린 독주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=26129,리사이틀홀,독주,2016-05-15,2016-05-15,2015-03-26
국제콩쿠르 수상자 초청 스승의 날 특별연주,"조선비즈, 협동조합 한국 쿱 오케스트라",https://www.sac.or.kr/site/main/show/show_view?SN=25549,콘서트홀,클래식,2016-05-15,2016-05-15,2015-03-27
신세계와 함께하는 2016 예술의전당 <토요콘서트>(5월),-,https://www.sac.or.kr/site/main/show/show_view?SN=24613,콘서트홀,교향곡,2016-05-14,2016-05-14,2014-12-27
문화햇살콘서트 2016,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=26355,IBK챔버홀,클래식,2016-05-14,2016-05-14,2015-06-13
앙상블 탐베노바 제3회 정기연주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=25761,IBK챔버홀,실내악,2016-05-14,2016-05-14,2015-03-27
이상회 비올라 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26125,리사이틀홀,독주,2016-05-14,2016-05-14,2015-03-26
제6회 대한민국발레축제 <서울발레시어터_올 댓 발레>,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=29547,신세계스퀘어 야외무대,뮤지컬,2016-05-14,2016-05-14,2016-04-22
2016 예술의전당 청소년음악회(5월),"예술의전당, 중앙일보",https://www.sac.or.kr/site/main/show/show_view?SN=24677,콘서트홀,교향곡,2016-05-14,2016-05-14,2014-12-27
로제리 스트링 트리오 연주회,JJ예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26123,리사이틀홀,실내악,2016-05-14,2016-05-14,2015-03-26
2016 서경 스트링 오케스트라 정기연주회,서경대학교,https://www.sac.or.kr/site/main/show/show_view?SN=25759,IBK챔버홀,실내악,2016-05-13,2016-05-13,2015-03-27
쾰른 방송교향악단,(주)빈체로,https://www.sac.or.kr/site/main/show/show_view?SN=32117,콘서트홀,교향곡,2016-05-13,2016-05-13,2016-10-21
서울예술가곡연구회 제56회 정기연주회,서울예술가곡연구회,https://www.sac.or.kr/site/main/show/show_view?SN=26121,리사이틀홀,클래식,2016-05-13,2016-05-13,2015-03-26
제6회 대한민국발레축제-국립발레단 스페셜 갈라,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29333,오페라극장,무용,2016-05-13,2016-05-14,2016-02-19
마리오 벤자고의 드보르자크 교향곡 7번,(재)서울시립교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=24901,콘서트홀,교향곡,2016-05-13,2016-05-13,2015-01-06
제24회 대한민국서예전람회,사단법인한국서가협회,https://www.sac.or.kr/site/main/show/show_view?SN=29463,서울서예박물관,전시,2016-05-13,2016-05-19,2016-02-23
국립현대무용단-공일차원,재단법인국립현대무용단,https://www.sac.or.kr/site/main/show/show_view?SN=27725,CJ 토월극장,무용,2016-05-13,2016-05-15,2015-06-11
제7회 대한민국오페라페스티벌 자인오페라앙상블<쉰 살의 남자>,"대한민국오페라페스티벌조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29317,자유소극장,오페라,2016-05-13,2016-05-15,2016-02-19
구상미술의 소통과 공감전(한국현대미술 신기회 72회전),한국현대미술신기회,https://www.sac.or.kr/site/main/show/show_view?SN=27373,한가람미술관,전시,2016-05-12,2016-05-19,2015-05-27
오세영 개인전_심성의 기호,(주)선비코리아,https://www.sac.or.kr/site/main/show/show_view?SN=27365,한가람미술관,전시,2016-05-12,2016-05-19,2015-05-21
제정자 : 선조의 영혼,서울예술재단,https://www.sac.or.kr/site/main/show/show_view?SN=27363,한가람미술관,전시,2016-05-12,2016-05-19,2015-05-28
"막심므라비차, 박완 클래시컬 콘서트","서울내셔널크로스오버오케스트라, 지니콘텐츠",https://www.sac.or.kr/site/main/show/show_view?SN=27913,콘서트홀,크로스오버,2016-05-12,2016-05-12,2015-12-04
월드 프리미어 시리즈,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24749,콘서트홀,뮤지컬,2016-05-12,2016-05-12,2014-12-27
한화생명과 함께하는 예술의전당 11시 콘서트 (5월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24595,콘서트홀,클래식,2016-05-12,2016-05-12,2014-12-27
배종선 플루트 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26119,리사이틀홀,클래식,2016-05-12,2016-05-12,2015-03-25
조이오브스트링스 정기연주회,(사)조이오브스트링스,https://www.sac.or.kr/site/main/show/show_view?SN=25757,IBK챔버홀,클래식,2016-05-12,2016-05-12,2015-03-24
대한민국은 아름답다,한국일보,https://www.sac.or.kr/site/main/show/show_view?SN=29485,한가람디자인미술관,전시,2016-05-11,2016-05-18,2016-03-31
2018 예술의전당 문화햇살콘서트 - 음악이 빛이 되는 콘서트,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=31941,IBK챔버홀,클래식,2016-05-11,2016-05-11,2016-10-18
바이올리니스트 피호영 리사이틀,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=25755,IBK챔버홀,독주,2016-05-11,2016-05-11,2015-03-26
봄 하얗게 피어나다,한국일보,https://www.sac.or.kr/site/main/show/show_view?SN=29487,한가람디자인미술관,전시,2016-05-11,2016-05-18,2016-03-31
2016 대한민국 실내악 작곡제전(5월),(사)한국작곡가협회,https://www.sac.or.kr/site/main/show/show_view?SN=25997,리사이틀홀,실내악,2016-05-11,2016-05-11,2015-04-25
제21회한국국제퀼트협회전,한국국제퀼트협회,https://www.sac.or.kr/site/main/show/show_view?SN=27393,한가람미술관,전시,2016-05-11,2016-05-19,2015-05-27
월드 프리미어 시리즈,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24747,콘서트홀,뮤지컬,2016-05-11,2016-05-11,2014-12-27
kt chamber orchestra 특별연주회,kt,https://www.sac.or.kr/site/main/show/show_view?SN=27911,콘서트홀,클래식,2016-05-11,2016-05-11,2015-12-03
불꽃의 화가들-상형전 41회 정기전,상형전,https://www.sac.or.kr/site/main/show/show_view?SN=27369,한가람미술관,전시,2016-05-11,2016-05-20,2015-05-29
코리안심포니 196회 정기연주회,(재)코리안심포니오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=25547,콘서트홀,교향곡,2016-05-10,2016-05-10,2015-03-23
제 32회 허재영 튜바 독주회,중앙대학교 예술대학 음악학부,https://www.sac.or.kr/site/main/show/show_view?SN=26117,리사이틀홀,독주,2016-05-10,2016-05-10,2015-03-26
코리안 챔버 오케스트라 트로이카 콘서트 시리즈 9,(사)서울바로크합주단,https://www.sac.or.kr/site/main/show/show_view?SN=25753,IBK챔버홀,실내악,2016-05-10,2016-05-10,2015-03-19
비루투오조 트롬본 앙상블 제7회 정기연주회,비루투오조 트롬본 앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=26115,리사이틀홀,클래식,2016-05-09,2016-05-09,2015-03-27
사랑과 헌정의 콘서트,"한국피아노학회, 이원문화센터",https://www.sac.or.kr/site/main/show/show_view?SN=25751,IBK챔버홀,클래식,2016-05-09,2016-05-09,2015-03-27
제 17회 자선음악회 사랑이 머무는 곳에,사회복지법인 평안의집 후원회,https://www.sac.or.kr/site/main/show/show_view?SN=25545,콘서트홀,클래식,2016-05-09,2016-05-09,2015-03-27
2018 대한민국실내악작곡제전 II,(사)한국작곡가협회,https://www.sac.or.kr/site/main/show/show_view?SN=32035,리사이틀홀,실내악,2016-05-09,2016-05-09,2016-10-22
중앙대학교 예술대학 음악학부 정기연주회,중앙대학교 예술대학 음악학부,https://www.sac.or.kr/site/main/show/show_view?SN=27909,콘서트홀,클래식,2016-05-08,2016-05-08,2015-12-04
제37회 서울대OB합창단 정기연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=27645,IBK챔버홀,합창,2016-05-08,2016-05-08,2015-09-04
전수진 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=27669,리사이틀홀,독주,2016-05-08,2016-05-08,2015-09-04
서울챔버앙상블 제60회 정기연주회,한다우리,https://www.sac.or.kr/site/main/show/show_view?SN=27643,IBK챔버홀,실내악,2016-05-08,2016-05-08,2015-09-01
윤소영 리사이틀 ＜4명의 아티스트가 풀어내는 브람스＞,클래시 라운지,https://www.sac.or.kr/site/main/show/show_view?SN=26159,리사이틀홀,독주,2016-05-08,2016-05-08,2015-03-27
어버이날 콘서트,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=25175,콘서트홀,뮤지컬,2016-05-08,2016-05-08,2015-03-05
신세계와 함께하는 2016 예술의전당 <토요콘서트>(5월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=27963,콘서트홀,클래식,2016-05-07,2016-05-07,2015-12-22
보리스 베레조프스키 피아노 리사이틀,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=27573,콘서트홀,클래식,2016-05-07,2016-05-07,2015-09-02
KCO 첼로 앙상블 제3회 정기연주회,KCO 첼로 앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=27937,IBK챔버홀,실내악,2016-05-07,2016-05-07,2015-12-04
레오정 with 아이레스,(주)YTN,https://www.sac.or.kr/site/main/show/show_view?SN=27939,IBK챔버홀,클래식,2016-05-07,2016-05-07,2015-12-04
앙상블 미르 피아노 트리오 제4회 정기연주회,뮤직플러스,https://www.sac.or.kr/site/main/show/show_view?SN=26113,리사이틀홀,실내악,2016-05-07,2016-05-07,2015-03-27
한옥미 작곡 발표회,(주)BuamArt,https://www.sac.or.kr/site/main/show/show_view?SN=26111,리사이틀홀,클래식,2016-05-07,2016-05-07,2015-03-27
송유진 피아노 독주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=26109,리사이틀홀,독주,2016-05-06,2016-05-06,2015-03-27
청춘합창단과 함께하는 통일나눔 3세대 대합창,청춘합창단,https://www.sac.or.kr/site/main/show/show_view?SN=25543,콘서트홀,클래식,2016-05-06,2016-05-06,2015-03-27
IBK기업은행 고객사랑음악회,기업은행,https://www.sac.or.kr/site/main/show/show_view?SN=24519,IBK챔버홀,뮤지컬,2016-05-06,2016-05-06,2014-12-26
제7회 대한민국오페라페스티벌 강숙자오페라라인<버섯피자>,"대한민국오페라페스티벌조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29337,자유소극장,오페라,2016-05-06,2016-05-08,2016-02-23
제7회 대한민국오페라페스티벌 한국오페라단 <리날도>,"대한민국오페라페스티벌조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29297,오페라극장,오페라,2016-05-06,2016-05-08,2016-02-18
어린이날 그림책 음악회,사단법인 화음,https://www.sac.or.kr/site/main/show/show_view?SN=25749,IBK챔버홀,클래식,2016-05-05,2016-05-05,2015-03-26
콘서트<예술의전당 동요콘서트>_SAC CUBE 2016,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=27891,신세계스퀘어 야외무대,합창,2016-05-05,2016-05-08,2015-12-01
크레디아 어린이날 음악회 : 더 퀸 온 아이스 (2시),크레디아인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=29459,콘서트홀,클래식,2016-05-05,2016-05-05,2016-03-25
김레다 피아노 독주회,뮤직플러스,https://www.sac.or.kr/site/main/show/show_view?SN=27957,리사이틀홀,독주,2016-05-05,2016-05-05,2015-12-04
크레디아 어린이날 음악회 : 더 퀸 온 아이스 (5시),크레디아인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=25541,콘서트홀,클래식,2016-05-05,2016-05-05,2015-03-27
2018 KBS교향악단 실내악 시리즈 II - 더 프리미어 The Premiere,(재)KBS 교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=31997,IBK챔버홀,실내악,2016-05-04,2016-05-04,2016-10-21
비올리스트 김성은의 비올라를 좋아하세요? III,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=27641,IBK챔버홀,클래식,2016-05-04,2016-05-04,2015-09-03
게임 속의 오케스트라: 메이플스토리,(재)코리안심포니오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=32171,콘서트홀,교향곡,2016-05-04,2016-05-04,2016-10-20
KBS교향악단 키즈 콘서트 : 플라잉 심포니,(재)KBS 교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=25539,콘서트홀,교향곡,2016-05-04,2016-05-04,2015-03-24
변정은 서정원 -아모르 데이- 두오 콘서트,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26107,리사이틀홀,클래식,2016-05-04,2016-05-04,2015-03-26
대한민국미술대전 문인화부문 초대작가전,(사)한국미술협회,https://www.sac.or.kr/site/main/show/show_view?SN=29461,서울서예박물관,전시,2016-05-04,2016-05-10,2016-02-23
2016 한국기초조형학회 서울 국제기획초대작품전,한국기초조형학회,https://www.sac.or.kr/site/main/show/show_view?SN=27355,한가람미술관,전시,2016-05-03,2016-05-09,2015-05-28
제17회 (사)소리얼필하모닉오케스트라 정기연주회,(사)소리얼 필하모닉 오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=25537,콘서트홀,교향곡,2016-05-03,2016-05-03,2015-03-27
창악회(創樂會) 창립 58주년 정기발표회 II,창악회,https://www.sac.or.kr/site/main/show/show_view?SN=26105,리사이틀홀,클래식,2016-05-03,2016-05-03,2015-03-26
현대음악앙상블 소리 2016 정기연주회,현대음악앙상블 소리,https://www.sac.or.kr/site/main/show/show_view?SN=25857,IBK챔버홀,실내악,2016-05-03,2016-05-03,2015-03-23
창악회(創樂會) 창립 58주년 정기발표회 I,창악회,https://www.sac.or.kr/site/main/show/show_view?SN=26103,리사이틀홀,클래식,2016-05-02,2016-05-02,2015-03-26
강남대학교 독일음악학부 교수음악회,음악교육신문,https://www.sac.or.kr/site/main/show/show_view?SN=25747,IBK챔버홀,클래식,2016-05-02,2016-05-02,2015-03-27
청마 유태근 보듬이 도자전,유태근,https://www.sac.or.kr/site/main/show/show_view?SN=27357,한가람미술관,전시,2016-05-02,2016-05-09,2015-05-28
강영길 개인전_위 아 고도,강영길,https://www.sac.or.kr/site/main/show/show_view?SN=28115,한가람미술관,전시,2016-05-02,2016-05-09,2015-11-19
