제목,주최사,url,장소,장르,시작일,종료일,등록일
월드 프리미어 시리즈,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24751,콘서트홀,뮤지컬,2016-06-15,2016-06-15,2014-12-27
2016 한국을 대표하는 패션일러스트레이터 특별초대전,사단법인 한국패션일러스트레이션협회,https://www.sac.or.kr/site/main/show/show_view?SN=27399,한가람미술관,전시,2016-06-14,2016-06-22,2015-05-22
6월의 아름다운 동행,"모스틀리필하모닉오케스트라,aSSIST CEO FORUM",https://www.sac.or.kr/site/main/show/show_view?SN=25579,콘서트홀,교향곡,2016-06-14,2016-06-14,2015-03-27
한국피아노두오협회 제58회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26199,리사이틀홀,클래식,2016-06-14,2016-06-14,2015-03-24
창단30주년 한국페스티발앙상블 61회 정기연주회,(사)한국페스티발앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=25813,IBK챔버홀,클래식,2016-06-14,2016-06-14,2015-03-25
바이올리니스트 이경선과 친구들 시즌 3,서울비르투오지 그룹,https://www.sac.or.kr/site/main/show/show_view?SN=25811,IBK챔버홀,실내악,2016-06-13,2016-06-13,2015-03-26
작곡가 임긍수 초청 제 6회 평화음악회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=25577,콘서트홀,클래식,2016-06-13,2016-06-13,2015-03-27
장하얀 귀국 첼로 독주회,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26197,리사이틀홀,클래식,2016-06-13,2016-06-13,2015-03-26
구상미술목우회창립60주년대작전,(사)목우회,https://www.sac.or.kr/site/main/show/show_view?SN=27381,한가람미술관,전시,2016-06-12,2016-06-18,2015-05-26
위 솔로이스츠 제 13회 정기연주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26193,리사이틀홀,클래식,2016-06-12,2016-06-12,2015-03-26
2016 디토 페스티벌: 기돈 크레머 & 뤼카 드바르그,크레디아 인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=27783,콘서트홀,클래식,2016-06-12,2016-06-12,2015-11-04
2016 PAN 목관 5중주 정기연주회,음악춘추사,https://www.sac.or.kr/site/main/show/show_view?SN=27651,IBK챔버홀,실내악,2016-06-12,2016-06-12,2015-09-04
콰르텟 21 제46회 정기연주회,콰르텟21,https://www.sac.or.kr/site/main/show/show_view?SN=25741,IBK챔버홀,실내악,2016-06-12,2016-06-12,2015-03-26
피아노 다 카메라 제9회 정기연주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26195,리사이틀홀,클래식,2016-06-12,2016-06-12,2015-03-26
앙상블 베이스 클럽 정기연주회,프로아트엔터테인먼트,https://www.sac.or.kr/site/main/show/show_view?SN=29237,IBK챔버홀,실내악,2016-06-11,2016-06-11,2016-01-22
박세나 바이올린 독주회,CLASSYLOUNGE,https://www.sac.or.kr/site/main/show/show_view?SN=27675,리사이틀홀,독주,2016-06-11,2016-06-11,2015-09-04
2016 예술의전당 청소년음악회(6월),"예술의전당, 중앙일보",https://www.sac.or.kr/site/main/show/show_view?SN=24679,콘서트홀,교향곡,2016-06-11,2016-06-11,2014-12-27
신세계와 함께하는 2016 예술의전당 <토요콘서트>(6월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24615,콘서트홀,교향곡,2016-06-11,2016-06-11,2014-12-27
김란도 플루트 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=29539,리사이틀홀,독주,2016-06-11,2016-06-11,2016-04-08
차민정 비올라 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26191,리사이틀홀,독주,2016-06-11,2016-06-11,2015-03-25
뉴코리아 목관5중주 창단연주회,뉴코리아필하모닉오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=26189,리사이틀홀,실내악,2016-06-11,2016-06-11,2015-03-27
마크 그로웰스 플루트 리사이틀 ＆ 챔버 오케스트라,MIYAZAWA FLUTE KOREA,https://www.sac.or.kr/site/main/show/show_view?SN=29231,IBK챔버홀,실내악,2016-06-11,2016-06-11,2016-01-22
재개관서예축전2 조선 궁중화·민화 걸작-문자도·책거리,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=29309,서울서예박물관,전시,2016-06-11,2016-08-28,2016-02-18
유니버설발레단 <심청>,유니버설발레단(유니버설문화재단),https://www.sac.or.kr/site/main/show/show_view?SN=26319,오페라극장,무용,2016-06-10,2016-06-18,2015-04-22
안토니오 멘데스의 러시안 이브닝,(재)서울시립교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=24917,콘서트홀,교향곡,2016-06-10,2016-06-10,2015-01-06
예모아 콘서트(6월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=26349,리사이틀홀,뮤지컬,2016-06-10,2016-06-10,2015-06-13
안디무직 제9회 정기연주회,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=29543,리사이틀홀,독주,2016-06-10,2016-06-10,2016-04-07
아니마스 피아노 트리오 2016 정기연주회,아니마스 피아노 트리오,https://www.sac.or.kr/site/main/show/show_view?SN=25809,IBK챔버홀,클래식,2016-06-10,2016-06-10,2015-03-27
아이테르 트리오 제5회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26187,리사이틀홀,실내악,2016-06-09,2016-06-09,2015-03-27
한화생명과 함께하는 예술의전당 11시 콘서트 (6월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24597,콘서트홀,클래식,2016-06-09,2016-06-09,2014-12-27
김다미 바이올린 리사이틀,MOC프로덕션,https://www.sac.or.kr/site/main/show/show_view?SN=25861,IBK챔버홀,클래식,2016-06-09,2016-06-09,2015-03-27
"경기필하모닉 - 말러, 교향곡 5번(지휘 성시연)",경기도문화의전당,https://www.sac.or.kr/site/main/show/show_view?SN=25575,콘서트홀,클래식,2016-06-09,2016-06-09,2015-03-26
피아노 배틀,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=27581,콘서트홀,클래식,2016-06-08,2016-06-08,2015-09-02
바딤 레핀 & 스베틀라나 자하로바 <Two As One>,(주)세나,https://www.sac.or.kr/site/main/show/show_view?SN=26317,오페라극장,복합장르,2016-06-08,2016-06-08,2015-04-27
임재성 첼로 독주회,CLASSY LOUNGE,https://www.sac.or.kr/site/main/show/show_view?SN=26185,리사이틀홀,독주,2016-06-08,2016-06-08,2015-03-27
박고운 첼로 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=25807,IBK챔버홀,독주,2016-06-08,2016-06-08,2015-03-25
프란츠 요세프 하이든-오라토리오 [천지창조],"주한오스트리아 대사관, 서울오라토리오",https://www.sac.or.kr/site/main/show/show_view?SN=25573,콘서트홀,클래식,2016-06-07,2016-06-07,2015-03-26
김세희 피아노 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26183,리사이틀홀,독주,2016-06-07,2016-06-07,2015-03-27
선형훈과 친구들,(의)영훈의료재단,https://www.sac.or.kr/site/main/show/show_view?SN=25805,IBK챔버홀,클래식,2016-06-07,2016-06-07,2015-03-19
코리아남성합창단 제17회 정기연주회,코리아남성합창단,https://www.sac.or.kr/site/main/show/show_view?SN=25571,콘서트홀,합창,2016-06-06,2016-06-06,2015-03-27
2016  Seoul Horn Club Concert,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=25803,IBK챔버홀,실내악,2016-06-06,2016-06-06,2015-03-26
앙상블 소아베 정기연주회,Ensemble Soave,https://www.sac.or.kr/site/main/show/show_view?SN=26181,리사이틀홀,실내악,2016-06-06,2016-06-06,2015-03-27
슬로박국립방송교향악단,코리아무지카,https://www.sac.or.kr/site/main/show/show_view?SN=25569,콘서트홀,클래식,2016-06-05,2016-06-05,2015-03-27
연극〈레드〉,(주)신시컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=26303,자유소극장,연극,2016-06-05,2016-07-10,2015-04-27
장부미 피아노 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26177,리사이틀홀,클래식,2016-06-05,2016-06-05,2015-03-27
이예림 피아노 독주회 Mozart VS.Clementi,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26179,리사이틀홀,클래식,2016-06-05,2016-06-05,2015-03-26
서울 플루트 솔로이스츠 제 6회 정기연주회,서울 플루트 솔로이스츠,https://www.sac.or.kr/site/main/show/show_view?SN=25801,IBK챔버홀,실내악,2016-06-05,2016-06-05,2015-03-27
권명 바이올린 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=25799,IBK챔버홀,독주,2016-06-05,2016-06-05,2015-03-27
제 54회 서울예고 정기연주회,서울예술고등학교,https://www.sac.or.kr/site/main/show/show_view?SN=27781,콘서트홀,클래식,2016-06-04,2016-06-04,2015-11-06
피아니스트 김현정 리사이틀,"이든예술기획, 부산문화, 아르템 뮤즈아트",https://www.sac.or.kr/site/main/show/show_view?SN=25795,IBK챔버홀,독주,2016-06-04,2016-06-04,2015-03-27
발밤아트 프로젝트 VII,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26175,리사이틀홀,실내악,2016-06-04,2016-06-04,2015-03-27
한국종합경제연구원 초청 손현선 플루트 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26173,리사이틀홀,독주,2016-06-04,2016-06-04,2015-03-26
2016 아시아 하프 페스티벌 폐막: 비르투오조 콘서트,(사)하피데이앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=25797,IBK챔버홀,실내악,2016-06-04,2016-06-04,2015-03-27
김명규 개인전,김명규,https://www.sac.or.kr/site/main/show/show_view?SN=27397,한가람미술관,교향곡,2016-06-04,2016-06-11,2015-05-29
2016SIMF 폐막공연 : Whole Beethoven Concerto,서울국제음악제 조직위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25567,콘서트홀,교향곡,2016-06-04,2016-06-04,2015-03-27
이 비루투오시 이탈리아니,브라보컴,https://www.sac.or.kr/site/main/show/show_view?SN=25565,콘서트홀,클래식,2016-06-03,2016-06-03,2015-03-26
제7회 대한민국오페라페스티벌 국립오페라갈라,"대한민국오페라페스티벌조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29319,오페라극장,오페라,2016-06-03,2016-06-04,2016-02-19
라 메르 에 릴 (바다와 섬) 제8회 정기연주회,라 메르 에 릴,https://www.sac.or.kr/site/main/show/show_view?SN=27941,IBK챔버홀,실내악,2016-06-03,2016-06-03,2015-12-04
이예솔 피아노 독주회,음악교육신문,https://www.sac.or.kr/site/main/show/show_view?SN=26171,리사이틀홀,독주,2016-06-03,2016-06-03,2015-03-27
한국 현대음악 축제 시리즈 I-Composer and their Colleague,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=29515,IBK챔버홀,실내악,2016-06-02,2016-06-02,2016-04-08
Ensemble Flutet의 여섯번째 음악여행,예진문화기획사,https://www.sac.or.kr/site/main/show/show_view?SN=26169,리사이틀홀,실내악,2016-06-02,2016-06-02,2015-03-26
Summer Night Concerto,(주)볼보자동차코리아,https://www.sac.or.kr/site/main/show/show_view?SN=25513,콘서트홀,클래식,2016-06-02,2016-06-02,2015-03-27
한여름 밤의 꿈,극단 여행자,https://www.sac.or.kr/site/main/show/show_view?SN=30165,CJ 토월극장,연극,2016-06-02,2016-06-12,2016-04-27
IBK기업은행 고객사랑음악회,기업은행,https://www.sac.or.kr/site/main/show/show_view?SN=24523,IBK챔버홀,뮤지컬,2016-06-02,2016-06-02,2014-12-26
서울국제조각페스타 2016,한국조각가협회,https://www.sac.or.kr/site/main/show/show_view?SN=27379,한가람미술관,전시,2016-06-02,2016-06-08,2015-05-29
베를린 필하모닉 스트링 콰르텟 내한공연,(사)밀레니엄심포니오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=25563,콘서트홀,실내악,2016-06-02,2016-06-02,2015-03-27
서울국제음악제: 100년 전통의 스웨덴 예블레 교향악단,서울국제음악제 조직위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25561,콘서트홀,클래식,2016-06-01,2016-06-01,2015-03-27
재개관서예축전2 서의 일상과 우주 - 문자도책가도,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=29301,서울서예박물관,뮤지컬,2016-06-01,2016-08-30,2016-02-18
김 범 클라리넷 독주회,지음기획,https://www.sac.or.kr/site/main/show/show_view?SN=26167,리사이틀홀,독주,2016-06-01,2016-06-01,2015-03-27
소프라노 정기옥 독창회,한국리릭오페라단,https://www.sac.or.kr/site/main/show/show_view?SN=25793,IBK챔버홀,클래식,2016-06-01,2016-06-01,2015-03-25
소프라호른앙상블 제6회 정기연주회,소프라 호른 앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=25791,IBK챔버홀,클래식,2016-05-31,2016-05-31,2015-03-27
오유진 바이올린 독주회 - 그림과 테마가 있는 음악회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26165,리사이틀홀,독주,2016-05-31,2016-05-31,2015-03-25
조슈아 벨 & 아카데미 오브 세인트 마틴 인 더 필즈,크레디아인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=32061,콘서트홀,클래식,2016-05-31,2016-05-31,2016-10-21
막심 벤게로프 바이올린 리사이틀,크레디아인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=24915,콘서트홀,독주,2016-05-31,2016-05-31,2015-01-09
예술의전당 콘서트 오페라 <피가로의 결혼>,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=31731,콘서트홀,오페라,2016-05-30,2016-05-30,2016-10-17
2018 문화가 있는 날 SAC 아티스트 라운지(5월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=31377,IBK챔버홀,실내악,2016-05-30,2016-05-30,2016-10-14
2016 서울스프링실내악축제 <트리오 반더러>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25785,IBK챔버홀,실내악,2016-05-29,2016-05-29,2015-03-27
김진철 귀국 튜바 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26163,리사이틀홀,독주,2016-05-29,2016-05-29,2015-03-27
코리아 심포니의 밤,2016 국제로타리 세계대회 호스트조직위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25559,콘서트홀,클래식,2016-05-29,2016-05-29,2015-03-27
김종국 장은령의 부부싸움콘서트 Together,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=25789,IBK챔버홀,실내악,2016-05-29,2016-05-29,2015-03-24
코리아나챔버뮤직 소사이어티 제63회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26161,리사이틀홀,실내악,2016-05-29,2016-05-29,2015-03-23
로타어 차그로제크의 슈베르트 교향곡 8번,(재)서울시립교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=24913,콘서트홀,교향곡,2016-05-28,2016-05-28,2015-01-08
2016 화음프로젝트 페스티벌 [畵音 - 색깔을 듣다],(사)화음,https://www.sac.or.kr/site/main/show/show_view?SN=25787,IBK챔버홀,클래식,2016-05-28,2016-05-28,2015-03-26
제6회 대한민국발레축제 - Work 2 S/신데렐라,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29325,CJ 토월극장,무용,2016-05-28,2016-05-29,2016-02-19
2016 서울스프링실내악축제 <멜리-멜로>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25783,IBK챔버홀,실내악,2016-05-28,2016-05-28,2015-03-27
윤지영 귀국 피아노독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=27959,리사이틀홀,클래식,2016-05-28,2016-05-28,2015-12-03
제7회 대한민국오페라페스티벌 <신영옥의 오페라 콘서트>,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=29545,신세계스퀘어 야외무대,뮤지컬,2016-05-28,2016-05-28,2016-04-22
이재완 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=27961,리사이틀홀,독주,2016-05-28,2016-05-28,2015-12-03
서울국제음악제: SIMF오케스트라의 미션임파서블,서울국제음악제 조직위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25589,콘서트홀,클래식,2016-05-28,2016-05-28,2015-03-27
서울국제음악제: 개막연주회 조지 리 피아노 리사이틀,서울국제음악제 조직위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25859,IBK챔버홀,교향곡,2016-05-27,2016-05-27,2015-03-27
더 트리오 정기연주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=27673,리사이틀홀,실내악,2016-05-27,2016-05-27,2015-09-04
제6회 대한민국발레축제-Burn.../블랙 스완 레이크,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29331,자유소극장,무용,2016-05-27,2016-05-28,2016-02-19
리카르도 무티＆경기필하모닉,(재)경기도문화의전당,https://www.sac.or.kr/site/main/show/show_view?SN=26995,콘서트홀,클래식,2016-05-27,2016-05-27,2015-06-26
유지수 피아노 독주회-피아노와 함께하는 세계여행:러시아,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=26069,리사이틀홀,독주,2016-05-27,2016-05-27,2015-03-26
제7회 대한민국오페라페스티벌 글로리아 오페라단 <카르멘>,"대한민국오페라페스티벌조직위원회,예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29315,오페라극장,오페라,2016-05-27,2016-05-29,2016-02-19
작곡가 시리즈,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24701,콘서트홀,뮤지컬,2016-05-26,2016-05-26,2014-12-27
2018서울스프링실내악축제_Carte Blanche to Ladies,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32011,IBK챔버홀,실내악,2016-05-26,2016-05-26,2016-10-20
M4one 챔버앙상블의 그린콘서트,M4one 챔버앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=27577,콘서트홀,클래식,2016-05-26,2016-05-26,2015-09-04
2016 서울스프링실내악축제 <브렌타노 콰르텟>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25781,IBK챔버홀,실내악,2016-05-26,2016-05-26,2015-03-27
프랑스가곡연구회 74회 정기연주회 <베를레느와 그의 음악가들>,프랑스가곡연구회,https://www.sac.or.kr/site/main/show/show_view?SN=26155,리사이틀홀,성악,2016-05-26,2016-05-26,2015-03-27
국립합창단 제163회 정기연주회,(재)국립합창단,https://www.sac.or.kr/site/main/show/show_view?SN=24909,콘서트홀,합창,2016-05-25,2016-05-25,2015-01-09
2016 서울스프링실내악축제 <국보>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25779,IBK챔버홀,실내악,2016-05-25,2016-05-25,2015-03-27
KBS교향악단 제730회 정기연주회,(재)KBS 교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=32081,콘서트홀,교향곡,2016-05-25,2016-05-25,2016-10-21
2018서울스프링실내악축제_Go with the Winds,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32013,IBK챔버홀,실내악,2016-05-25,2016-05-25,2016-10-20
문화가 있는 날 <예술의전당 아티스트 라운지> 5월,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24489,IBK챔버홀,클래식,2016-05-25,2016-05-25,2014-12-26
서민정 바이올린 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=26153,리사이틀홀,독주,2016-05-25,2016-05-25,2015-03-24
제6회 대한민국발레축제-허용순 안무 Contrast 외,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29323,CJ 토월극장,무용,2016-05-24,2016-05-25,2016-02-19
볼쇼이 극장 솔리스트 오페라 갈라,"(주)아르떼,(주)뉴스토마토",https://www.sac.or.kr/site/main/show/show_view?SN=25557,콘서트홀,클래식,2016-05-24,2016-05-24,2015-03-26
한국가곡연구회 제 49회 정기연주회,한국가곡연구회,https://www.sac.or.kr/site/main/show/show_view?SN=26151,리사이틀홀,성악,2016-05-24,2016-05-24,2015-03-26
2018서울스프링실내악축제_Strings VS Winds,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32015,IBK챔버홀,실내악,2016-05-24,2016-05-24,2016-10-20
2016 서울스프링실내악축제 <황혼>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25777,IBK챔버홀,실내악,2016-05-24,2016-05-24,2015-03-27
제63회 크누아 심포니 오케스트라 정기연주회,한국예술종합학교,https://www.sac.or.kr/site/main/show/show_view?SN=25555,콘서트홀,교향곡,2016-05-23,2016-05-23,2015-03-19
2016 서울스프링실내악축제 <그때 그 시절>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25775,IBK챔버홀,실내악,2016-05-23,2016-05-23,2015-03-27
한국독일가곡연구회 157회 연주회 (창립1976년),한국독일가곡연구회,https://www.sac.or.kr/site/main/show/show_view?SN=26149,리사이틀홀,성악,2016-05-23,2016-05-23,2015-03-27
2018서울스프링실내악축제_Beethoven Complete Piano Trios 3,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32017,IBK챔버홀,실내악,2016-05-23,2016-05-23,2016-10-20
제6회 대한민국발레축제 - 해외콩쿠르 수상자 초청공연,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29329,자유소극장,무용,2016-05-23,2016-05-24,2016-02-19
관조.觀照-이강업 사진전,셀로아트앤드컨설팅,https://www.sac.or.kr/site/main/show/show_view?SN=27377,한가람미술관,전시,2016-05-22,2016-05-29,2015-05-28
心線神針 심선신침 최유현 자수전,최유현,https://www.sac.or.kr/site/main/show/show_view?SN=27375,한가람미술관,전시,2016-05-22,2016-05-29,2015-05-28
2016 프랑스 쌩마르크 합창단 특별초청공연,에스피에이엔터테인먼트(주),https://www.sac.or.kr/site/main/show/show_view?SN=25553,콘서트홀,합창,2016-05-22,2016-05-22,2015-03-19
국가보훈처와 함께하는 나라사랑 음악회,서울지방보훈청,https://www.sac.or.kr/site/main/show/show_view?SN=29343,콘서트홀,클래식,2016-05-22,2016-05-22,2016-02-17
2016 KPAM 대한민국미술제,(사)한국전업미술가협회,https://www.sac.or.kr/site/main/show/show_view?SN=27371,한가람미술관,전시,2016-05-22,2016-05-29,2015-05-29
뉴코리아 스트링 콰르텟 제3회 정기연주회,뉴코리아필하모닉오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=26147,리사이틀홀,실내악,2016-05-22,2016-05-22,2015-03-27
2016 서울스프링실내악축제 <로맨틱 트리오>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25773,IBK챔버홀,실내악,2016-05-22,2016-05-22,2015-03-27
2018서울스프링실내악축제_Circle of Friends,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32019,IBK챔버홀,실내악,2016-05-22,2016-05-22,2016-10-20
박수원 하프 독주회,K&M ARTS,https://www.sac.or.kr/site/main/show/show_view?SN=25895,리사이틀홀,클래식,2016-05-22,2016-05-22,2015-03-25
숙명트리오 정기연주회,프로아트엔터테인먼트,https://www.sac.or.kr/site/main/show/show_view?SN=27649,IBK챔버홀,클래식,2016-05-22,2016-05-22,2015-09-04
제10회 소노리테 목관5중주 정기연주회,(주)부암아트,https://www.sac.or.kr/site/main/show/show_view?SN=26145,리사이틀홀,실내악,2016-05-22,2016-05-22,2015-03-26
이인식의 아홉 번째 작품 발표회,이지뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=27857,리사이틀홀,클래식,2016-05-21,2016-05-21,2015-11-05
2016 서울스프링실내악축제: 가족음악회 <크로스오버>,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=25551,콘서트홀,교향곡,2016-05-21,2016-05-21,2015-03-27
앙상블 앙샹떼 제2회 정기연주회,올드뉴스,https://www.sac.or.kr/site/main/show/show_view?SN=26143,리사이틀홀,실내악,2016-05-21,2016-05-21,2015-03-26
2016 머니투데이 봄 음악회,"머니투데이, 코리아쿱오케스트라",https://www.sac.or.kr/site/main/show/show_view?SN=27779,콘서트홀,클래식,2016-05-21,2016-05-21,2015-11-05
"손범수, 진양혜의 Talk & Concert Season 6 (5월)",예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=24553,IBK챔버홀,실내악,2016-05-21,2016-05-21,2014-12-26
"행복의 향연, 김 정아 전",김정아,https://www.sac.or.kr/site/main/show/show_view?SN=27395,한가람미술관,전시,2016-05-21,2016-06-01,2015-05-27
임옥란 피아노 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26141,리사이틀홀,독주,2016-05-21,2016-05-21,2015-03-26
로베르토 프로세다,아카디아,https://www.sac.or.kr/site/main/show/show_view?SN=25771,IBK챔버홀,클래식,2016-05-20,2016-05-20,2015-03-27
제6회 대한민국발레축제-노련한사람들/이야기가 있는 발레,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29327,자유소극장,무용,2016-05-20,2016-05-21,2016-02-19
제6회 대한민국발레축제_유니버설발레단 디스 이즈 모던,"대한민국발레축제조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29321,CJ 토월극장,무용,2016-05-20,2016-05-21,2016-02-19
제28회 대한민국서예대전 / 제3기 대한민국신진서예가전,한국서예협회,https://www.sac.or.kr/site/main/show/show_view?SN=29477,서울서예박물관,전시,2016-05-20,2016-05-31,2016-03-03
아울로스 목관5중주 제31회 정기연주회,아울로스 목관5중주,https://www.sac.or.kr/site/main/show/show_view?SN=26139,리사이틀홀,실내악,2016-05-20,2016-05-20,2015-03-27
2018서울스프링실내악축제_Beethoven Complete Piano Trios 2,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32021,IBK챔버홀,실내악,2016-05-20,2016-05-20,2016-10-20
KBS교향악단 제706회 정기연주회,(재)KBS교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=24911,콘서트홀,클래식,2016-05-20,2016-05-20,2015-01-08
IBK기업은행과 함께하는 사랑 그리고 나눔,IBK기업은행,https://www.sac.or.kr/site/main/show/show_view?SN=24521,IBK챔버홀,실내악,2016-05-19,2016-05-19,2014-12-26
2018 서울스프링실내악축제 가족음악회,(사)서울스프링실내악축제집행위원회,https://www.sac.or.kr/site/main/show/show_view?SN=32235,콘서트홀,클래식,2016-05-19,2016-05-19,2016-10-20
아니마 체임버 실내악 음악회,Anima Chamber,https://www.sac.or.kr/site/main/show/show_view?SN=26137,리사이틀홀,실내악,2016-05-19,2016-05-19,2015-03-26
러시아 국립 스베틀라노프 오케스트라,브라보컴,https://www.sac.or.kr/site/main/show/show_view?SN=24907,콘서트홀,교향곡,2016-05-19,2016-05-19,2015-01-09
유키 구라모토 콘서트 Misty Lake Louise,크레디아인터내셔널,https://www.sac.or.kr/site/main/show/show_view?SN=29491,콘서트홀,기타,2016-05-19,2016-05-19,2016-04-07
제7회 대한민국오페라페스티벌 베세토오페라단 <리골레토>,"대한민국오페라페스티벌조직위원회, 예술의전당",https://www.sac.or.kr/site/main/show/show_view?SN=29313,오페라극장,오페라,2016-05-19,2016-05-21,2016-02-19
러시아 국립 스베틀라노프 오케스트라,브라보컴,https://www.sac.or.kr/site/main/show/show_view?SN=24905,콘서트홀,교향곡,2016-05-18,2016-05-18,2015-01-09
박성열 피아노 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=26135,리사이틀홀,독주,2016-05-18,2016-05-18,2015-03-26
